neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Upper East Side,40.76813,-73.95354,Entire home/apt,7,17,0.35,3,0,144
Manhattan,Murray Hill,40.74915,-73.97556999999999,Entire home/apt,29,2,0.75,327,338,172
Manhattan,Washington Heights,40.852959999999996,-73.93526999999999,Entire home/apt,7,27,0.78,1,294,147
Manhattan,Chinatown,40.71744,-73.99718,Private room,3,37,0.58,1,5,85
Manhattan,Washington Heights,40.83766,-73.94045,Private room,5,23,2.47,1,255,65
Brooklyn,Williamsburg,40.71373,-73.96743000000001,Entire home/apt,2,0,0.0,1,16,275
Brooklyn,Bedford-Stuyvesant,40.68759,-73.95705,Private room,4,0,0.0,1,7,45
Manhattan,Upper East Side,40.76667,-73.9587,Entire home/apt,2,41,2.06,1,158,200
Queens,Astoria,40.7573,-73.92773000000001,Private room,1,0,0.0,1,0,75
Brooklyn,Bushwick,40.70163,-73.9227,Private room,2,0,0.0,1,0,49
Brooklyn,Williamsburg,40.70616,-73.92918,Private room,2,58,2.02,2,0,29
Manhattan,Lower East Side,40.71373,-73.98465,Entire home/apt,3,16,0.34,1,1,80
Manhattan,Tribeca,40.71634,-74.00505,Entire home/apt,2,4,0.12,1,365,1500
Manhattan,Upper East Side,40.770140000000005,-73.96222,Entire home/apt,2,68,0.91,1,358,425
Manhattan,Upper East Side,40.78237,-73.95226,Private room,2,35,2.58,1,180,95
Brooklyn,Sheepshead Bay,40.59244,-73.95633000000001,Private room,7,0,0.0,3,90,85
Manhattan,Gramercy,40.73598,-73.98161,Entire home/apt,1,19,0.47,1,0,125
Brooklyn,Bedford-Stuyvesant,40.6888,-73.95665,Entire home/apt,6,1,1.0,2,0,90
Brooklyn,Fort Greene,40.69634,-73.97296,Private room,1,152,3.02,1,249,70
Manhattan,Harlem,40.82716,-73.93953,Private room,1,29,1.22,1,359,85
Brooklyn,Fort Greene,40.69173,-73.97756,Entire home/apt,4,1,0.03,1,0,120
Manhattan,Upper East Side,40.7713,-73.95443,Entire home/apt,1,15,0.35,1,0,175
Brooklyn,Bedford-Stuyvesant,40.67909,-73.93222,Entire home/apt,2,33,0.87,1,145,140
Brooklyn,Williamsburg,40.71578,-73.95879000000001,Entire home/apt,2,5,0.14,1,0,150
Brooklyn,Bushwick,40.69798,-73.92461999999999,Private room,1,132,3.59,3,74,52
Brooklyn,Williamsburg,40.71697,-73.96204,Entire home/apt,1,16,0.41,3,239,200
Queens,Long Island City,40.76003,-73.94111,Shared room,5,11,0.78,5,90,35
Manhattan,Midtown,40.75339,-73.96765,Entire home/apt,1,1,0.13,1,64,250
Manhattan,East Village,40.7249,-73.98852,Entire home/apt,5,22,0.41,1,6,150
Brooklyn,Williamsburg,40.7111,-73.94643,Entire home/apt,3,108,1.25,2,144,235
Brooklyn,Sunset Park,40.64699,-74.0156,Private room,1,0,0.0,1,28,50
Queens,Astoria,40.75777,-73.91577,Private room,5,17,0.65,2,208,69
Manhattan,Upper West Side,40.773559999999996,-73.98007,Entire home/apt,3,22,0.9,1,28,200
Brooklyn,East Flatbush,40.6593,-73.93512,Private room,30,1,0.03,43,273,44
Brooklyn,Bedford-Stuyvesant,40.693220000000004,-73.95519,Shared room,3,12,1.06,34,361,36
Brooklyn,Kensington,40.64687,-73.98182,Entire home/apt,7,6,0.11,1,183,115
Queens,Long Island City,40.74923,-73.94847,Entire home/apt,3,2,2.0,7,34,150
Brooklyn,Crown Heights,40.672090000000004,-73.94899000000001,Private room,12,1,0.02,5,89,52
Manhattan,West Village,40.72975,-74.00414,Entire home/apt,1,0,0.0,1,0,325
Manhattan,Little Italy,40.71907,-73.99698000000001,Entire home/apt,3,7,0.46,1,0,375
Manhattan,Harlem,40.806090000000005,-73.95258000000001,Entire home/apt,4,2,0.19,1,197,800
Manhattan,Upper West Side,40.80257,-73.96725,Private room,1,2,0.1,1,0,99
Queens,Flushing,40.75825,-73.83369,Private room,30,0,0.0,1,87,57
Brooklyn,Crown Heights,40.67615,-73.92945,Entire home/apt,1,68,1.41,2,313,500
Manhattan,Hell's Kitchen,40.76262,-73.99283,Entire home/apt,30,3,0.08,31,210,150
Brooklyn,Bedford-Stuyvesant,40.680679999999995,-73.92874,Entire home/apt,3,152,3.01,1,274,280
Manhattan,East Village,40.72455,-73.9783,Entire home/apt,14,2,0.29,1,0,265
Brooklyn,Williamsburg,40.70796,-73.95035,Private room,1,1,0.03,2,0,65
Bronx,Unionport,40.82848,-73.85466,Entire home/apt,2,68,5.37,1,247,85
Manhattan,Upper East Side,40.77146,-73.95482,Entire home/apt,6,2,1.33,1,101,365
Brooklyn,Bedford-Stuyvesant,40.6847,-73.94523000000001,Entire home/apt,2,59,1.02,5,337,115
Queens,Forest Hills,40.722229999999996,-73.84647,Private room,1,1,0.16,1,249,37
Manhattan,Upper West Side,40.79368,-73.96486999999999,Entire home/apt,3,159,2.09,1,244,190
Bronx,Soundview,40.829390000000004,-73.86514,Private room,2,98,2.12,3,108,28
Manhattan,East Village,40.72923,-73.98735,Entire home/apt,2,0,0.0,1,157,175
Brooklyn,Bedford-Stuyvesant,40.68222,-73.95284000000001,Entire home/apt,7,2,0.04,1,0,130
Brooklyn,Bedford-Stuyvesant,40.69144,-73.95891,Private room,1,0,0.0,1,0,38
Brooklyn,Fort Greene,40.68764,-73.97545,Entire home/apt,7,6,0.11,1,188,142
Bronx,Kingsbridge,40.88474,-73.90321,Private room,30,0,0.0,37,0,27
Manhattan,Harlem,40.80379,-73.94434,Private room,1,25,0.97,2,91,46
Brooklyn,Greenpoint,40.73046,-73.95706,Entire home/apt,3,8,0.22,1,0,165
Queens,Rego Park,40.72038,-73.86310999999999,Private room,1,55,3.92,1,4,99
Manhattan,Hell's Kitchen,40.76398,-73.99087,Entire home/apt,2,1,0.38,1,9,250
Brooklyn,Brownsville,40.66255,-73.91342,Private room,2,33,1.55,5,0,49
Manhattan,Upper West Side,40.79355,-73.97122,Private room,1,0,0.0,1,0,95
Manhattan,East Village,40.72413,-73.98091,Entire home/apt,10,1,0.09,1,23,650
Manhattan,Financial District,40.70465,-74.00761999999999,Entire home/apt,2,7,0.57,2,0,400
Brooklyn,Bushwick,40.70073,-73.92913,Private room,3,4,0.2,1,0,60
Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,2,111,1.17,1,12,199
Queens,Arverne,40.59125,-73.79683,Entire home/apt,2,1,1.0,1,362,129
Queens,Ozone Park,40.6776,-73.84716999999999,Private room,3,1,0.2,1,83,75
Manhattan,Upper East Side,40.780840000000005,-73.94735,Entire home/apt,3,57,2.26,1,30,98
Manhattan,Harlem,40.830290000000005,-73.94962,Private room,2,1,0.05,1,0,79
Queens,Elmhurst,40.738409999999995,-73.87751,Private room,1,0,0.0,3,0,180
Manhattan,Upper West Side,40.77823,-73.97636999999999,Entire home/apt,6,27,0.27,1,199,235
Manhattan,Financial District,40.70751,-74.01059000000001,Entire home/apt,2,1,1.0,327,319,214
Manhattan,Flatiron District,40.741479999999996,-73.98493,Entire home/apt,1,0,0.0,1,0,200
Bronx,Longwood,40.81937,-73.90978,Private room,2,68,1.83,1,156,45
Queens,Astoria,40.76412,-73.92185,Private room,2,27,3.24,2,59,65
Manhattan,Hell's Kitchen,40.7709,-73.99181,Private room,28,43,0.45,2,258,150
Manhattan,Washington Heights,40.84467,-73.94289,Private room,1,0,0.0,1,12,90
Brooklyn,Sheepshead Bay,40.5994,-73.95940999999999,Private room,1,0,0.0,1,126,119
Brooklyn,Williamsburg,40.70862,-73.94651,Private room,1,0,0.0,1,0,80
Brooklyn,Park Slope,40.67713,-73.97829,Entire home/apt,2,143,4.11,1,269,154
Manhattan,Upper East Side,40.763290000000005,-73.96235,Entire home/apt,7,0,0.0,1,11,250
Brooklyn,Bedford-Stuyvesant,40.69389,-73.9354,Private room,1,130,5.25,4,69,65
Brooklyn,Cobble Hill,40.68805,-73.99634,Entire home/apt,2,3,0.07,1,0,185
Brooklyn,Williamsburg,40.71157,-73.95714,Entire home/apt,3,14,1.14,1,119,200
Brooklyn,East New York,40.66672,-73.88852,Private room,1,14,0.59,5,0,58
Manhattan,Upper West Side,40.79033,-73.9729,Entire home/apt,2,4,0.09,1,0,140
Manhattan,Little Italy,40.71954,-73.9975,Private room,7,5,0.09,1,0,60
Brooklyn,Bedford-Stuyvesant,40.692479999999996,-73.93162,Entire home/apt,2,5,1.9,1,18,215
Manhattan,Kips Bay,40.745329999999996,-73.9772,Entire home/apt,2,5,0.19,1,0,128
Brooklyn,Williamsburg,40.719120000000004,-73.95727,Entire home/apt,3,3,2.0,1,85,240
Queens,Ditmars Steinway,40.77214,-73.89169,Private room,1,39,3.38,4,353,52
Brooklyn,Williamsburg,40.716190000000005,-73.95640999999999,Private room,14,0,0.0,2,0,50
Brooklyn,Park Slope,40.6669,-73.97827,Entire home/apt,2,1,0.03,1,0,250
Brooklyn,Sunset Park,40.65917,-73.99136999999999,Entire home/apt,1,17,0.56,1,0,175
Brooklyn,Greenpoint,40.722879999999996,-73.9514,Entire home/apt,21,24,1.3,1,264,125
Brooklyn,Navy Yard,40.69833,-73.97086999999999,Private room,2,37,2.64,1,157,140
Queens,Astoria,40.7691,-73.91994,Private room,7,1,0.03,2,0,63
Brooklyn,Flatbush,40.64933,-73.96478,Entire home/apt,5,4,0.11,1,0,290
Brooklyn,Fort Greene,40.68647,-73.97531,Entire home/apt,5,1,0.05,1,2,130
Brooklyn,Bedford-Stuyvesant,40.67653,-73.90814,Private room,1,106,5.26,5,243,48
Queens,Rego Park,40.729459999999996,-73.86277,Private room,1,0,0.0,1,83,100
Brooklyn,East Flatbush,40.66303,-73.92526,Private room,2,6,0.26,3,326,60
Manhattan,Harlem,40.804429999999996,-73.94546,Entire home/apt,1,9,0.31,1,0,120
Queens,Rockaway Beach,40.58837,-73.81654,Entire home/apt,1,0,0.0,1,88,150
Manhattan,Hell's Kitchen,40.75923,-73.99233000000001,Entire home/apt,4,2,0.77,1,44,225
Queens,Long Island City,40.76117,-73.93038,Entire home/apt,4,0,0.0,1,39,149
Manhattan,Nolita,40.720909999999996,-73.99531,Entire home/apt,2,34,1.61,1,0,250
Manhattan,Murray Hill,40.74561,-73.97784,Entire home/apt,14,1,1.0,1,2,135
Manhattan,Murray Hill,40.74751,-73.98051,Entire home/apt,30,0,0.0,8,355,300
Queens,Elmhurst,40.7418,-73.8861,Private room,5,0,0.0,2,0,40
Staten Island,Randall Manor,40.63136,-74.12559,Shared room,1,9,5.51,3,8,13
Brooklyn,Crown Heights,40.67415,-73.96291,Entire home/apt,2,2,0.7,1,12,139
Brooklyn,Bedford-Stuyvesant,40.68294,-73.93979,Entire home/apt,30,0,0.0,2,87,95
Manhattan,Chinatown,40.71396,-73.99150999999999,Private room,1,55,2.56,2,10,95
Manhattan,Harlem,40.81185,-73.94579,Private room,2,67,1.54,1,211,90
Brooklyn,Bay Ridge,40.637190000000004,-74.03489,Entire home/apt,3,38,0.53,1,192,80
Manhattan,Washington Heights,40.85042,-73.93649,Entire home/apt,5,1,0.16,1,231,120
Manhattan,Upper West Side,40.78826,-73.96767,Entire home/apt,1,19,0.38,1,296,499
Brooklyn,Williamsburg,40.716390000000004,-73.96696,Private room,1,8,4.21,2,0,200
Queens,Long Island City,40.75202,-73.93588000000001,Shared room,4,1,0.11,2,1,65
Brooklyn,Greenpoint,40.73052,-73.95568,Private room,4,106,2.82,1,113,91
Brooklyn,Crown Heights,40.67415,-73.94006999999999,Entire home/apt,2,4,0.64,3,325,175
Brooklyn,Crown Heights,40.671079999999996,-73.92308,Private room,1,90,3.72,12,63,54
Brooklyn,Flatbush,40.64627,-73.95396,Private room,1,0,0.0,1,0,50
Manhattan,Lower East Side,40.71241,-73.98913,Private room,3,5,0.55,3,361,120
Queens,Astoria,40.75936,-73.91266,Private room,11,0,0.0,1,0,85
Manhattan,Washington Heights,40.85025,-73.94105,Private room,1,27,4.01,1,49,40
Brooklyn,Williamsburg,40.70412,-73.93555,Private room,14,1,0.02,2,0,69
Brooklyn,Bushwick,40.68581,-73.90838000000001,Private room,2,6,3.05,4,122,58
Brooklyn,Park Slope,40.68092,-73.97823000000001,Private room,14,0,0.0,1,4,68
Brooklyn,Bushwick,40.69477,-73.92931,Entire home/apt,3,8,0.32,1,0,90
Brooklyn,Vinegar Hill,40.70139,-73.98351,Entire home/apt,4,5,0.49,1,0,250
Brooklyn,Boerum Hill,40.6862,-73.98906,Entire home/apt,2,17,0.66,1,167,220
Brooklyn,Bedford-Stuyvesant,40.69416,-73.95116999999999,Private room,1,5,0.21,2,0,50
Manhattan,East Village,40.72229,-73.98175,Entire home/apt,3,27,0.75,1,0,175
Brooklyn,Bushwick,40.70026,-73.93581999999999,Entire home/apt,1,3,0.47,1,0,180
Brooklyn,Cobble Hill,40.687490000000004,-73.99899,Entire home/apt,60,2,0.04,1,0,100
Manhattan,East Village,40.723490000000005,-73.9841,Entire home/apt,3,2,0.08,1,0,95
Manhattan,East Harlem,40.7901,-73.94111,Private room,2,32,3.98,1,195,74
Brooklyn,Williamsburg,40.71244,-73.94384000000001,Entire home/apt,6,2,0.11,1,0,114
Queens,Sunnyside,40.742090000000005,-73.92591999999999,Private room,2,0,0.0,1,1,40
Queens,Rosedale,40.659009999999995,-73.7356,Private room,1,42,5.78,2,87,55
Queens,Sunnyside,40.749,-73.91858,Entire home/apt,3,15,4.5,2,23,95
Manhattan,East Village,40.7254,-73.98854,Private room,3,2,0.04,1,0,125
Brooklyn,Park Slope,40.67607,-73.97166999999999,Entire home/apt,7,1,0.05,1,0,139
Brooklyn,Clinton Hill,40.68367,-73.95982,Private room,2,1,0.04,1,0,75
Brooklyn,Midwood,40.61359,-73.95983000000001,Shared room,1,8,0.32,4,21,32
Manhattan,East Harlem,40.812129999999996,-73.93751999999999,Entire home/apt,3,16,4.07,1,0,95
Queens,Ditmars Steinway,40.76729,-73.89166,Private room,1,36,3.11,1,179,55
Queens,Long Island City,40.76043,-73.93104,Entire home/apt,3,0,0.0,1,36,125
Brooklyn,Prospect Heights,40.67797,-73.9701,Entire home/apt,2,1,0.02,1,0,200
Brooklyn,Williamsburg,40.7188,-73.95775,Private room,2,6,0.12,3,36,139
Manhattan,Chinatown,40.7164,-73.99743000000001,Entire home/apt,30,4,0.11,1,0,175
Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,4,126,1.16,2,290,219
Brooklyn,Williamsburg,40.7121,-73.9623,Private room,3,2,0.23,1,149,120
Manhattan,Upper West Side,40.79452,-73.97065,Private room,1,12,0.27,1,0,75
Manhattan,West Village,40.7382,-74.00299,Entire home/apt,5,4,0.09,1,0,299
Brooklyn,Flatbush,40.64909,-73.9648,Private room,2,12,0.47,1,0,40
Manhattan,Upper East Side,40.77042,-73.96145,Entire home/apt,2,59,0.73,1,0,200
Brooklyn,Crown Heights,40.66733,-73.95666999999999,Private room,30,0,0.0,1,281,50
Queens,Richmond Hill,40.694520000000004,-73.82741999999999,Private room,1,26,1.09,1,0,60
Manhattan,Harlem,40.80708,-73.95583,Private room,7,0,0.0,1,0,70
Queens,Maspeth,40.72211,-73.90905,Entire home/apt,2,113,3.18,3,293,144
Brooklyn,Brownsville,40.6678,-73.92526,Private room,3,34,0.73,1,116,60
Brooklyn,Bushwick,40.69784,-73.9284,Private room,4,2,0.05,1,0,45
Brooklyn,Borough Park,40.635740000000006,-74.00329,Shared room,1,73,1.53,2,365,33
Brooklyn,Greenpoint,40.72225,-73.94328,Private room,1,6,0.49,1,0,115
Queens,Kew Gardens Hills,40.72077,-73.81485,Entire home/apt,4,21,0.69,1,352,105
Manhattan,Gramercy,40.73496,-73.98723000000001,Private room,2,57,2.51,3,149,150
Manhattan,East Village,40.72869,-73.97653000000001,Entire home/apt,1,2,0.05,1,0,120
Brooklyn,Clinton Hill,40.6886,-73.96197,Private room,2,4,0.13,1,10,80
Brooklyn,Greenpoint,40.73049,-73.96115,Entire home/apt,3,228,2.39,3,1,185
Brooklyn,Bushwick,40.69157,-73.91288,Entire home/apt,2,1,1.0,1,10,155
Queens,Flushing,40.755179999999996,-73.80422,Private room,1,154,3.05,3,243,50
Queens,Jamaica,40.678940000000004,-73.78885,Private room,1,1,0.07,4,177,140
Manhattan,East Harlem,40.79487,-73.93477,Private room,2,68,1.39,5,44,110
Brooklyn,Williamsburg,40.70936,-73.94708,Private room,6,0,0.0,1,0,90
Brooklyn,Williamsburg,40.70406,-73.95763000000001,Private room,2,5,1.63,1,2,70
Bronx,Port Morris,40.807970000000005,-73.92865,Private room,3,5,0.96,1,49,95
Manhattan,Harlem,40.80814,-73.94238,Entire home/apt,6,40,2.35,1,293,249
Manhattan,Hell's Kitchen,40.763000000000005,-73.98624000000001,Private room,1,0,0.0,1,0,300
Bronx,Wakefield,40.88702,-73.86575,Private room,1,39,1.57,1,360,60
Queens,Fresh Meadows,40.73275,-73.79366,Entire home/apt,2,142,5.03,2,2,45
Brooklyn,Bushwick,40.69477,-73.92376,Entire home/apt,5,8,0.22,2,0,45
Manhattan,Tribeca,40.71734,-74.00858000000001,Entire home/apt,7,0,0.0,1,22,750
Manhattan,Washington Heights,40.84245,-73.93918000000001,Entire home/apt,30,8,0.17,34,312,140
Brooklyn,Williamsburg,40.71745,-73.9569,Private room,3,1,0.03,1,0,60
Manhattan,Hell's Kitchen,40.75537,-73.995,Private room,30,2,0.23,1,352,54
Brooklyn,Williamsburg,40.71188,-73.95088,Private room,1,1,0.02,1,0,85
Manhattan,Harlem,40.81868,-73.94417,Entire home/apt,2,1,1.0,1,123,295
Manhattan,Harlem,40.819590000000005,-73.9379,Private room,3,17,0.38,8,341,57
Brooklyn,Williamsburg,40.71127,-73.95898000000001,Private room,3,10,0.55,2,0,100
Manhattan,Upper East Side,40.77878,-73.95694,Private room,1,15,1.56,1,0,130
Brooklyn,Dyker Heights,40.6283,-74.01608,Private room,1,67,0.99,5,150,30
Manhattan,Midtown,40.76305,-73.97841,Entire home/apt,1,19,0.69,2,0,800
Queens,Elmhurst,40.73612,-73.87822,Private room,3,10,0.47,3,0,55
Brooklyn,Clinton Hill,40.69593,-73.97003000000001,Private room,1,0,0.0,1,0,75
Brooklyn,Fort Greene,40.68638,-73.97378,Entire home/apt,2,3,0.4,1,28,250
Brooklyn,Prospect-Lefferts Gardens,40.65591,-73.94351999999999,Private room,2,9,0.83,4,132,49
Brooklyn,Williamsburg,40.712109999999996,-73.94058000000001,Entire home/apt,1,168,8.57,1,153,79
Brooklyn,Brooklyn Heights,40.692240000000005,-73.99638,Entire home/apt,30,48,0.63,1,0,150
Manhattan,East Village,40.724540000000005,-73.97931,Entire home/apt,3,52,1.51,1,285,495
Bronx,Castle Hill,40.81733,-73.84806999999999,Entire home/apt,2,0,0.0,7,167,128
Manhattan,West Village,40.73276,-74.00074000000001,Entire home/apt,3,90,1.17,1,184,150
Brooklyn,Williamsburg,40.70922,-73.95232,Private room,1,25,0.63,1,0,64
Manhattan,Midtown,40.766090000000005,-73.98038000000001,Entire home/apt,1,0,0.0,1,0,200
Manhattan,East Village,40.72232,-73.98055,Entire home/apt,14,1,0.05,1,0,225
Brooklyn,Bedford-Stuyvesant,40.680170000000004,-73.93674,Private room,1,0,0.0,1,0,150
Brooklyn,Prospect-Lefferts Gardens,40.66173,-73.95382,Entire home/apt,1,0,0.0,1,0,175
Brooklyn,Williamsburg,40.71275,-73.96049000000001,Private room,2,5,1.06,1,0,50
Queens,East Elmhurst,40.76406,-73.87312,Private room,1,65,10.05,5,85,35
Manhattan,West Village,40.72994,-74.00456,Entire home/apt,3,2,0.29,1,0,275
Manhattan,Midtown,40.757540000000006,-73.96129,Entire home/apt,30,0,0.0,49,334,245
Brooklyn,Bedford-Stuyvesant,40.68063,-73.91156,Entire home/apt,1,69,1.4,1,309,185
Manhattan,East Village,40.72588,-73.98598,Entire home/apt,6,22,0.87,1,15,122
Manhattan,Upper East Side,40.766999999999996,-73.95456,Private room,1,0,0.0,1,0,100
Brooklyn,Greenpoint,40.72268,-73.94163,Entire home/apt,10,0,0.0,1,42,160
Brooklyn,Crown Heights,40.66948,-73.95156999999999,Entire home/apt,15,0,0.0,1,0,125
Brooklyn,Prospect Heights,40.6806,-73.97164000000001,Entire home/apt,2,140,5.61,1,94,150
Manhattan,Harlem,40.82244,-73.94773,Entire home/apt,3,102,2.66,1,247,124
Brooklyn,Williamsburg,40.72045,-73.96313,Entire home/apt,90,0,0.0,1,91,150
Manhattan,East Village,40.72507,-73.97667,Private room,10,17,0.68,1,23,108
Manhattan,East Village,40.72307,-73.98437,Private room,1,12,1.07,1,160,89
Queens,Briarwood,40.71378,-73.80796,Private room,1,13,1.46,1,0,50
Brooklyn,Williamsburg,40.71278,-73.96471,Private room,3,7,0.15,1,278,130
Manhattan,Upper West Side,40.78184,-73.98382,Entire home/apt,2,1,0.05,1,0,315
Brooklyn,Bedford-Stuyvesant,40.68585,-73.94919,Private room,30,3,0.45,8,221,60
Brooklyn,Bushwick,40.70293,-73.9265,Private room,2,14,2.55,2,40,45
Queens,Astoria,40.76384,-73.92023,Private room,1,0,0.0,1,365,100
Queens,Sunnyside,40.73799,-73.92749,Private room,1,0,0.0,1,34,60
Manhattan,Morningside Heights,40.80556,-73.96503,Private room,5,0,0.0,1,0,50
Manhattan,Upper West Side,40.7777,-73.9896,Entire home/apt,1,0,0.0,1,0,200
Queens,Richmond Hill,40.681459999999994,-73.82285999999999,Private room,1,30,4.52,1,131,66
Manhattan,Harlem,40.804629999999996,-73.95044,Entire home/apt,2,148,3.47,1,0,200
Manhattan,East Village,40.72759,-73.98786,Entire home/apt,1,11,1.26,1,0,125
Manhattan,Washington Heights,40.85884,-73.93356,Entire home/apt,5,13,0.35,1,0,100
Brooklyn,Williamsburg,40.7083,-73.95473,Private room,1,4,0.1,1,0,60
Brooklyn,Bedford-Stuyvesant,40.69551,-73.93951,Private room,1,2,2.0,1,14,45
Manhattan,Gramercy,40.73502,-73.98612,Entire home/apt,3,0,0.0,1,0,280
Brooklyn,Crown Heights,40.66602,-73.94612,Entire home/apt,4,28,1.52,1,179,300
Manhattan,Financial District,40.70563,-74.00658,Entire home/apt,30,3,0.1,96,312,170
Brooklyn,East Flatbush,40.64335,-73.92981,Private room,1,0,0.0,1,157,70
Manhattan,East Harlem,40.80226,-73.93734,Private room,2,25,2.69,1,161,83
Manhattan,Upper West Side,40.7813,-73.97927,Entire home/apt,30,0,0.0,232,189,189
Queens,Forest Hills,40.718709999999994,-73.8532,Private room,3,9,0.27,1,95,59
Brooklyn,Bushwick,40.70113,-73.92893000000001,Private room,3,4,0.56,3,276,45
Brooklyn,Park Slope,40.673840000000006,-73.97765,Private room,1,0,0.0,1,0,100
Brooklyn,East Flatbush,40.654959999999996,-73.94405,Private room,1,0,0.0,1,311,125
Manhattan,Midtown,40.74904,-73.98312,Entire home/apt,3,0,0.0,1,144,499
Brooklyn,Gowanus,40.68331,-73.98609,Entire home/apt,2,0,0.0,1,0,104
Brooklyn,Prospect-Lefferts Gardens,40.65813,-73.95788,Private room,1,0,0.0,1,0,400
Manhattan,Lower East Side,40.71526,-73.98484,Entire home/apt,1,6,0.16,1,0,118
Manhattan,Morningside Heights,40.81666,-73.96074,Entire home/apt,15,33,0.69,2,5,105
Brooklyn,Bushwick,40.69787,-73.92703,Private room,1,59,3.18,1,333,85
Brooklyn,Crown Heights,40.67143,-73.92971,Entire home/apt,30,7,0.22,1,311,83
Manhattan,Upper East Side,40.77388,-73.95343000000001,Entire home/apt,30,15,0.31,15,341,99
Manhattan,Hell's Kitchen,40.761340000000004,-73.99299,Entire home/apt,30,0,0.0,20,332,150
Manhattan,East Village,40.721959999999996,-73.98063,Private room,3,1,1.0,1,158,98
Manhattan,Hell's Kitchen,40.7678,-73.9868,Entire home/apt,2,41,0.73,1,0,140
Manhattan,Midtown,40.75328,-73.97211999999999,Private room,3,0,0.0,1,3,224
Manhattan,Upper West Side,40.77772,-73.98514,Private room,1,11,0.25,1,0,108
Manhattan,Harlem,40.8235,-73.94619,Entire home/apt,2,1,0.28,1,1,100
Manhattan,Harlem,40.82567,-73.95260999999999,Private room,1,1,0.08,1,0,70
Brooklyn,Boerum Hill,40.6889,-73.9871,Entire home/apt,2,3,2.73,1,10,250
Manhattan,Roosevelt Island,40.76127,-73.95034,Private room,1,46,6.3,1,27,90
Brooklyn,East Flatbush,40.64377,-73.95085,Entire home/apt,3,53,2.24,2,294,160
Manhattan,Harlem,40.82715,-73.94667,Private room,1,20,7.41,3,175,55
Bronx,Wakefield,40.88649,-73.85889,Private room,1,12,6.21,3,315,37
Manhattan,East Village,40.72611,-73.98208000000001,Entire home/apt,1,6,3.53,2,170,85
Manhattan,Midtown,40.76287,-73.98073000000001,Private room,2,0,0.0,1,365,699
Manhattan,Financial District,40.70691,-74.00681999999999,Entire home/apt,29,0,0.0,327,342,165
Manhattan,Upper West Side,40.782990000000005,-73.98318,Entire home/apt,31,1,0.07,8,332,150
Manhattan,Upper East Side,40.77734,-73.94592,Entire home/apt,7,0,0.0,1,0,60
Manhattan,Lower East Side,40.719440000000006,-73.99396,Entire home/apt,2,47,2.19,1,34,525
