neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Hell's Kitchen,40.767379999999996,-73.98743,Private room,30,3,0.1,4,180,61
Bronx,Woodlawn,40.89743,-73.86983000000001,Private room,2,1,0.07,2,39,68
Brooklyn,Williamsburg,40.71329,-73.96585999999999,Entire home/apt,3,6,0.18,1,114,250
Manhattan,Financial District,40.70438,-74.00894,Private room,1,0,0.0,1,0,100
Manhattan,Upper East Side,40.778420000000004,-73.95026,Entire home/apt,3,1,1.0,1,15,135
Queens,Rego Park,40.730579999999996,-73.86963,Private room,3,14,2.07,4,8,40
Brooklyn,Williamsburg,40.71495,-73.93997,Private room,3,82,1.58,1,289,96
Manhattan,Upper West Side,40.78537,-73.97456,Entire home/apt,30,0,0.0,8,157,190
Manhattan,East Village,40.731120000000004,-73.98572,Entire home/apt,2,4,0.09,1,0,295
Manhattan,Tribeca,40.71782,-74.01047,Entire home/apt,1,0,0.0,12,0,1978
Brooklyn,Bedford-Stuyvesant,40.68417,-73.94977,Entire home/apt,2,9,0.2,1,0,75
Brooklyn,Williamsburg,40.70984,-73.96366,Entire home/apt,1,24,6.43,1,45,260
Manhattan,Upper West Side,40.795320000000004,-73.96344,Entire home/apt,9,0,0.0,1,0,130
Manhattan,Chinatown,40.71521,-73.99606,Private room,1,1,0.02,1,0,91
Brooklyn,Bedford-Stuyvesant,40.695190000000004,-73.95465,Entire home/apt,2,12,1.09,1,0,150
Brooklyn,Flatbush,40.634879999999995,-73.96546,Entire home/apt,3,0,0.0,1,0,85
Queens,Long Island City,40.746970000000005,-73.94131,Entire home/apt,4,0,0.0,1,0,135
Manhattan,Washington Heights,40.84062,-73.94125,Entire home/apt,1,4,0.15,1,0,51
Brooklyn,Bedford-Stuyvesant,40.692209999999996,-73.93823,Private room,20,19,0.56,1,2,50
Brooklyn,Williamsburg,40.71815,-73.96412,Entire home/apt,2,0,0.0,3,314,165
Queens,East Elmhurst,40.75888,-73.87889,Entire home/apt,1,0,0.0,1,264,120
Queens,Corona,40.74322,-73.86005,Private room,1,29,2.57,3,333,65
Brooklyn,Fort Hamilton,40.623129999999996,-74.03114000000001,Private room,28,0,0.0,1,31,47
Manhattan,Chelsea,40.74228,-73.99488000000001,Entire home/apt,30,0,0.0,232,343,306
Queens,Forest Hills,40.72743,-73.85068000000001,Private room,1,0,0.0,1,0,36
Manhattan,Upper East Side,40.77278,-73.95753,Entire home/apt,30,1,0.03,29,205,142
Manhattan,East Village,40.72573,-73.98414,Entire home/apt,3,2,2.0,1,291,180
Queens,Belle Harbor,40.579409999999996,-73.84844,Private room,1,35,0.92,1,364,225
Brooklyn,Bushwick,40.704390000000004,-73.92546,Private room,2,10,0.43,2,0,54
Brooklyn,Bushwick,40.70125,-73.91982,Entire home/apt,2,1,0.16,1,0,350
Manhattan,Upper West Side,40.772009999999995,-73.97994,Private room,3,123,3.72,1,246,99
Brooklyn,Bushwick,40.69788,-73.922,Entire home/apt,5,3,0.25,1,0,140
Manhattan,Lower East Side,40.71331,-73.98189,Entire home/apt,3,2,0.05,1,0,175
Queens,Kew Gardens,40.709270000000004,-73.82948,Private room,2,5,1.88,5,319,50
Brooklyn,Bedford-Stuyvesant,40.68736,-73.92369000000001,Entire home/apt,4,8,0.19,4,0,90
Manhattan,Upper West Side,40.77861,-73.98336,Entire home/apt,1,0,0.0,1,0,199
Brooklyn,Red Hook,40.678490000000004,-74.01178,Private room,2,66,4.58,1,59,85
Queens,Ditmars Steinway,40.77033,-73.91008000000001,Private room,2,5,0.53,1,0,50
Manhattan,Inwood,40.8637,-73.92826,Entire home/apt,2,0,0.0,1,0,100
Manhattan,Chelsea,40.74903,-73.99198,Entire home/apt,3,21,2.56,1,16,795
Brooklyn,Bedford-Stuyvesant,40.67948,-73.90822,Entire home/apt,2,112,3.88,2,195,150
Brooklyn,Williamsburg,40.71317,-73.94518000000001,Entire home/apt,2,5,0.23,1,157,90
Brooklyn,Flatbush,40.653529999999996,-73.95528,Private room,1,0,0.0,1,0,50
Manhattan,Roosevelt Island,40.76365,-73.94914,Entire home/apt,60,6,0.11,1,278,125
Brooklyn,Bedford-Stuyvesant,40.6887,-73.95572,Private room,2,13,1.83,4,311,60
Queens,Ridgewood,40.70555,-73.91333,Entire home/apt,3,9,0.45,1,0,75
Brooklyn,Greenpoint,40.72588,-73.94530999999999,Entire home/apt,3,23,1.06,1,13,145
Queens,Briarwood,40.71167,-73.81812,Entire home/apt,1,9,3.7,3,223,111
Manhattan,Harlem,40.816,-73.95545,Private room,1,33,0.38,1,84,100
Manhattan,Hell's Kitchen,40.76435,-73.99337,Entire home/apt,30,3,0.14,31,342,125
Manhattan,Chelsea,40.74377,-73.99905,Entire home/apt,4,1,0.16,2,0,137
Queens,Ridgewood,40.70717,-73.89395,Private room,3,13,0.39,1,64,79
Brooklyn,Bushwick,40.698890000000006,-73.92936999999999,Private room,2,72,2.35,2,293,50
Bronx,Unionport,40.8267,-73.85704,Entire home/apt,2,18,4.78,2,145,100
Queens,Jamaica,40.68073,-73.78354,Private room,1,336,11.91,2,345,45
Brooklyn,Park Slope,40.66854,-73.98482,Entire home/apt,3,71,2.12,3,200,120
Brooklyn,Bedford-Stuyvesant,40.67958,-73.92509,Private room,1,0,0.0,1,0,62
Brooklyn,East Flatbush,40.63602,-73.93105,Private room,30,32,1.29,4,64,50
Bronx,Highbridge,40.83651,-73.92269,Entire home/apt,2,19,3.85,1,183,74
Manhattan,Harlem,40.82592,-73.94629,Private room,2,1,0.05,2,0,44
Manhattan,Hell's Kitchen,40.76113,-73.99504,Entire home/apt,3,1,1.0,1,0,200
Manhattan,Midtown,40.765229999999995,-73.98049,Private room,1,0,0.0,8,306,250
Manhattan,West Village,40.73552,-74.00520999999999,Entire home/apt,5,0,0.0,1,0,299
Brooklyn,Clinton Hill,40.685140000000004,-73.95976,Entire home/apt,1,270,4.64,1,194,89
Manhattan,Upper East Side,40.77452,-73.94951,Entire home/apt,30,26,0.41,1,269,150
Brooklyn,Williamsburg,40.715070000000004,-73.95461999999999,Entire home/apt,1,15,1.89,1,43,305
Brooklyn,Williamsburg,40.7137,-73.93734,Entire home/apt,3,139,2.74,2,238,150
Manhattan,East Village,40.7246,-73.97686999999999,Private room,4,20,1.69,1,10,58
Manhattan,Greenwich Village,40.73007,-74.00193,Entire home/apt,2,2,0.05,1,0,200
Manhattan,Upper West Side,40.80115,-73.96043,Private room,1,0,0.0,1,0,60
Queens,Ditmars Steinway,40.770509999999994,-73.90944,Private room,2,5,0.27,2,0,600
Brooklyn,Williamsburg,40.707809999999995,-73.95553000000001,Private room,3,0,0.0,1,0,93
Manhattan,Harlem,40.82393,-73.93947,Private room,7,0,0.0,1,35,55
Brooklyn,Williamsburg,40.70904,-73.9471,Private room,1,0,0.0,1,0,60
Brooklyn,Bedford-Stuyvesant,40.681940000000004,-73.93567,Entire home/apt,30,0,0.0,2,45,120
Manhattan,Midtown,40.74801,-73.98592,Entire home/apt,3,0,0.0,1,65,229
Manhattan,East Harlem,40.80144,-73.94463,Private room,2,3,3.0,1,327,180
Manhattan,Upper East Side,40.77887,-73.95406,Private room,4,81,1.75,1,360,110
Manhattan,Nolita,40.72143,-73.99427,Private room,3,13,0.29,1,0,70
Manhattan,Greenwich Village,40.72927,-74.00003000000001,Entire home/apt,30,1,0.23,1,89,146
Manhattan,Harlem,40.811840000000004,-73.94488,Private room,3,49,1.76,1,157,89
Manhattan,East Village,40.724740000000004,-73.98273,Private room,1,1,0.02,1,0,110
Manhattan,Upper East Side,40.77721,-73.95222,Entire home/apt,30,0,0.0,33,189,206
Brooklyn,Sunset Park,40.65948,-73.99243,Entire home/apt,7,0,0.0,1,0,150
Manhattan,Harlem,40.82636,-73.94985,Entire home/apt,2,0,0.0,1,0,95
Queens,Astoria,40.767920000000004,-73.91175,Private room,5,1,0.03,1,0,50
Manhattan,Little Italy,40.71756,-73.99824,Entire home/apt,5,0,0.0,1,0,550
Brooklyn,Crown Heights,40.673590000000004,-73.95812,Private room,3,9,0.43,2,0,45
Brooklyn,East New York,40.6729,-73.88902,Entire home/apt,7,1,0.06,1,0,81
Brooklyn,Cypress Hills,40.68203,-73.89374000000001,Private room,1,75,1.8,2,361,65
Brooklyn,Williamsburg,40.7172,-73.95557,Entire home/apt,1,0,0.0,1,0,150
Queens,Sunnyside,40.74494,-73.91513,Entire home/apt,30,29,0.62,1,178,120
Brooklyn,Greenpoint,40.722840000000005,-73.93670999999999,Private room,5,45,1.79,5,355,85
Manhattan,Hell's Kitchen,40.764790000000005,-73.98841999999999,Private room,1,88,3.76,2,0,105
Brooklyn,Bushwick,40.69312,-73.90581999999999,Private room,1,4,0.06,1,0,60
Brooklyn,Bedford-Stuyvesant,40.68967,-73.9366,Entire home/apt,2,20,1.67,2,357,175
Brooklyn,Bay Ridge,40.630140000000004,-74.03126,Private room,4,27,1.44,2,176,79
Manhattan,West Village,40.73775,-74.00344,Entire home/apt,88,19,0.22,1,249,151
Brooklyn,Bushwick,40.69615,-73.93302,Private room,2,17,1.31,2,2,60
Brooklyn,Bushwick,40.68731,-73.91669,Private room,3,10,0.9,10,322,45
Queens,Forest Hills,40.72385,-73.85124,Entire home/apt,30,0,0.0,1,99,69
Manhattan,Harlem,40.812490000000004,-73.94957,Entire home/apt,2,2,0.2,1,0,325
Brooklyn,Prospect Heights,40.679390000000005,-73.96631,Entire home/apt,1,1,0.03,1,0,60
Queens,Jamaica,40.67057,-73.77956,Entire home/apt,1,7,0.27,2,304,80
Brooklyn,Bay Ridge,40.6297,-74.0302,Private room,1,2,2.0,3,344,80
Manhattan,Hell's Kitchen,40.7622,-73.99673,Entire home/apt,29,0,0.0,327,332,189
Manhattan,Upper West Side,40.778890000000004,-73.9878,Private room,14,0,0.0,1,0,95
Brooklyn,South Slope,40.66252,-73.98433,Entire home/apt,2,0,0.0,1,0,150
Bronx,Mount Hope,40.8477,-73.90988,Private room,2,2,0.68,1,0,24
Brooklyn,Park Slope,40.66747,-73.97473000000001,Private room,5,1,0.08,1,189,75
Brooklyn,Fort Greene,40.68854,-73.97789,Entire home/apt,2,4,0.13,1,0,85
Queens,Long Island City,40.74902,-73.9472,Private room,5,0,0.0,1,0,57
Manhattan,SoHo,40.722809999999996,-73.9987,Private room,1,9,0.35,4,89,120
Manhattan,Midtown,40.751090000000005,-73.97086,Entire home/apt,1,0,0.0,2,244,155
Brooklyn,Flatbush,40.65229,-73.9603,Entire home/apt,1,0,0.0,1,0,123
Manhattan,Upper East Side,40.77395,-73.95248000000001,Entire home/apt,30,4,0.17,9,364,200
Manhattan,East Harlem,40.80584,-73.94066,Private room,1,16,7.38,2,93,79
Brooklyn,Cobble Hill,40.68517,-73.99545,Private room,7,54,4.98,2,311,80
Brooklyn,Crown Heights,40.672959999999996,-73.9501,Entire home/apt,2,42,0.72,1,365,150
Brooklyn,Bedford-Stuyvesant,40.685759999999995,-73.92211,Entire home/apt,1,197,3.19,3,209,150
Manhattan,West Village,40.73103,-74.00905999999999,Entire home/apt,3,1,0.03,1,0,300
Brooklyn,Bedford-Stuyvesant,40.684,-73.93226999999999,Entire home/apt,3,60,1.29,3,17,395
Queens,East Elmhurst,40.759840000000004,-73.88228000000001,Private room,1,17,6.46,4,208,33
Manhattan,Harlem,40.821659999999994,-73.94635,Entire home/apt,4,17,2.59,1,23,350
Brooklyn,Bushwick,40.70236,-73.92232,Entire home/apt,5,2,0.06,1,0,185
Brooklyn,Bedford-Stuyvesant,40.684090000000005,-73.93826999999999,Entire home/apt,4,7,0.37,1,5,69
Manhattan,Inwood,40.866440000000004,-73.92676999999999,Private room,3,18,0.35,2,336,250
Brooklyn,Bushwick,40.705490000000005,-73.91526999999999,Private room,2,34,1.33,3,319,69
Brooklyn,Flatbush,40.65168,-73.96269000000001,Private room,2,3,3.0,1,3,50
Manhattan,SoHo,40.7244,-73.99763,Entire home/apt,3,3,0.05,1,0,500
Brooklyn,Williamsburg,40.71513,-73.94848,Private room,2,1,0.03,1,9,95
Brooklyn,Prospect Heights,40.677640000000004,-73.9647,Entire home/apt,3,8,0.23,1,0,110
Manhattan,Midtown,40.74731,-73.98821,Entire home/apt,1,11,1.42,17,221,163
Manhattan,Financial District,40.70825,-74.01403,Private room,4,0,0.0,2,0,90
Manhattan,Upper West Side,40.77605,-73.98833,Entire home/apt,30,4,0.63,25,363,190
Queens,Forest Hills,40.71345,-73.85658000000001,Entire home/apt,2,44,0.91,1,319,125
Brooklyn,Greenpoint,40.72185,-73.93956,Private room,4,86,0.89,3,350,46
Brooklyn,Greenpoint,40.72599,-73.94171999999999,Entire home/apt,30,4,0.09,52,330,149
Brooklyn,Williamsburg,40.71171,-73.9454,Private room,3,0,0.0,1,0,60
Brooklyn,Williamsburg,40.71028,-73.96128,Private room,2,5,0.06,2,365,75
Brooklyn,Williamsburg,40.71894,-73.96403000000001,Entire home/apt,3,23,0.63,1,0,199
Manhattan,West Village,40.73726,-74.00085,Entire home/apt,1,8,0.41,1,361,2590
Manhattan,Harlem,40.82011,-73.9404,Entire home/apt,1,0,0.0,1,180,110
Brooklyn,Park Slope,40.667229999999996,-73.98043,Entire home/apt,2,18,0.31,1,58,100
Queens,Queens Village,40.70762,-73.74365999999999,Private room,1,38,3.99,3,163,41
Brooklyn,Bedford-Stuyvesant,40.68411,-73.92079,Entire home/apt,3,0,0.0,1,0,99
Manhattan,Midtown,40.75669,-73.96848,Private room,2,0,0.0,1,89,100
Brooklyn,Sunset Park,40.65047,-74.00403,Private room,1,23,2.63,4,327,50
Manhattan,East Village,40.72376,-73.98623,Entire home/apt,4,0,0.0,1,141,250
Manhattan,Upper West Side,40.7834,-73.97904,Entire home/apt,3,1,0.02,1,340,395
Brooklyn,Midwood,40.61489,-73.94541,Shared room,2,5,1.83,1,0,26
Queens,Long Island City,40.76063,-73.92801,Private room,1,0,0.0,1,0,69
Manhattan,Upper East Side,40.77202,-73.95821,Private room,1,11,2.92,1,81,150
Manhattan,Lower East Side,40.71844,-73.9858,Entire home/apt,2,104,2.81,1,76,135
Brooklyn,Bedford-Stuyvesant,40.678470000000004,-73.91244,Shared room,1,12,1.89,17,86,35
Manhattan,Tribeca,40.71991,-74.00641,Entire home/apt,30,0,0.0,1,342,1250
Brooklyn,Bushwick,40.700790000000005,-73.92095,Private room,7,3,0.07,1,0,38
Manhattan,Hell's Kitchen,40.76102,-73.98881999999999,Entire home/apt,30,5,0.11,15,332,380
Manhattan,Harlem,40.80583,-73.95711999999999,Entire home/apt,3,18,0.33,1,0,99
Brooklyn,Williamsburg,40.7078,-73.94619,Entire home/apt,1,24,1.42,2,36,135
Manhattan,Hell's Kitchen,40.76377,-73.9873,Entire home/apt,31,0,0.0,5,329,200
Manhattan,Upper West Side,40.773959999999995,-73.9842,Entire home/apt,2,66,4.59,1,164,400
Manhattan,Hell's Kitchen,40.75423,-73.99461,Private room,1,75,4.93,1,134,120
Brooklyn,Williamsburg,40.71264,-73.94622,Entire home/apt,3,8,0.17,1,0,185
Manhattan,Chelsea,40.7476,-73.99195,Entire home/apt,5,19,0.45,1,358,349
Queens,Long Island City,40.75748,-73.93119,Private room,1,0,0.0,1,0,52
Manhattan,Gramercy,40.73429,-73.98689,Private room,2,1,0.02,1,0,160
Manhattan,Washington Heights,40.83379,-73.94141,Shared room,1,20,0.47,3,324,36
Manhattan,Gramercy,40.73438,-73.9853,Entire home/apt,3,17,0.37,1,0,155
Brooklyn,Williamsburg,40.71136,-73.9562,Entire home/apt,2,8,0.6,1,77,215
Manhattan,Chinatown,40.71723,-73.99162,Private room,1,0,0.0,1,0,175
Manhattan,Hell's Kitchen,40.75535,-73.99502,Entire home/apt,70,0,0.0,3,191,2500
Manhattan,Financial District,40.7078,-74.00675,Entire home/apt,29,0,0.0,327,349,130
Brooklyn,Bushwick,40.707840000000004,-73.92054,Private room,1,9,0.42,1,81,60
Manhattan,Gramercy,40.73818,-73.98671,Entire home/apt,1,0,0.0,1,0,250
Brooklyn,Williamsburg,40.70407,-73.93562,Private room,1,0,0.0,1,0,100
Queens,Maspeth,40.73888,-73.89486,Private room,1,0,0.0,4,321,49
Manhattan,Midtown,40.75966,-73.96828000000001,Entire home/apt,30,23,0.68,1,134,235
Manhattan,Chelsea,40.7453,-73.99333,Entire home/apt,30,1,0.03,2,236,700
Brooklyn,Williamsburg,40.71505,-73.95716,Entire home/apt,1,2,0.06,1,0,325
Brooklyn,Clinton Hill,40.68775,-73.95997,Entire home/apt,4,8,0.3,1,0,150
Queens,Ozone Park,40.672990000000006,-73.845,Entire home/apt,5,1,1.0,1,94,167
Brooklyn,Greenpoint,40.73198,-73.95862,Entire home/apt,1,0,0.0,4,227,379
Brooklyn,Vinegar Hill,40.70089,-73.98253000000001,Private room,1,0,0.0,1,7,75
Manhattan,Financial District,40.70642,-74.01255,Entire home/apt,2,2,1.5,327,319,230
Manhattan,East Village,40.72228,-73.98584,Entire home/apt,5,3,0.24,1,0,125
Brooklyn,Park Slope,40.67811,-73.97974,Entire home/apt,3,3,0.4,1,0,200
Brooklyn,Crown Heights,40.677279999999996,-73.95676,Entire home/apt,2,0,0.0,1,0,200
Manhattan,Hell's Kitchen,40.761990000000004,-73.99884,Entire home/apt,3,0,0.0,1,135,425
Manhattan,Upper East Side,40.77085,-73.95725,Entire home/apt,30,4,0.11,29,315,118
Brooklyn,Greenpoint,40.73465,-73.95314,Private room,2,32,1.51,1,70,65
Brooklyn,Cobble Hill,40.68874,-73.99855,Private room,8,1,0.02,1,0,100
Manhattan,Chinatown,40.718090000000004,-73.99655,Private room,3,0,0.0,1,0,200
Manhattan,Upper East Side,40.77065,-73.95702,Private room,30,0,0.0,1,365,175
Brooklyn,Clinton Hill,40.693020000000004,-73.96475,Entire home/apt,4,2,0.64,4,0,395
Manhattan,Chelsea,40.746809999999996,-74.00005999999999,Private room,7,3,0.21,2,0,110
Manhattan,Lower East Side,40.71735,-73.99095,Private room,1,259,3.93,1,2,79
Brooklyn,Bedford-Stuyvesant,40.69392,-73.94904,Private room,2,11,2.39,4,314,85
Brooklyn,Carroll Gardens,40.6783,-74.00135,Entire home/apt,2,150,1.4,3,342,165
Manhattan,Harlem,40.80142,-73.9575,Entire home/apt,2,9,0.66,1,0,100
Manhattan,Midtown,40.74564,-73.98174,Entire home/apt,30,1,0.04,31,215,250
Brooklyn,Clinton Hill,40.68329,-73.9609,Entire home/apt,4,3,0.05,1,0,157
Manhattan,Harlem,40.805240000000005,-73.95254,Private room,2,17,0.73,2,0,99
Brooklyn,Bushwick,40.70548,-73.91776,Private room,1,15,0.33,1,359,100
Manhattan,Chelsea,40.74272,-74.00309,Entire home/apt,3,17,0.21,1,5,200
Brooklyn,Crown Heights,40.66543,-73.95439,Entire home/apt,2,55,2.47,1,18,105
Brooklyn,Flatbush,40.63615,-73.95148,Entire home/apt,3,62,1.07,1,0,86
Brooklyn,Crown Heights,40.66946,-73.95008,Entire home/apt,3,115,2.09,3,314,185
Brooklyn,Bedford-Stuyvesant,40.6872,-73.93805,Entire home/apt,3,173,2.97,1,297,165
Brooklyn,Bushwick,40.70326,-73.91821999999999,Private room,30,1,0.03,43,203,50
Manhattan,Upper East Side,40.78495,-73.9503,Entire home/apt,7,1,0.02,1,0,135
Manhattan,Nolita,40.72078,-73.99473,Private room,10,2,0.09,1,35,100
Manhattan,Hell's Kitchen,40.758959999999995,-73.9956,Entire home/apt,7,4,2.67,1,213,150
Brooklyn,Greenpoint,40.7348,-73.95701,Private room,3,11,0.64,4,14,58
Queens,Astoria,40.76202,-73.91467,Entire home/apt,1,1,0.03,1,0,120
Queens,Woodside,40.74668,-73.89723000000001,Private room,5,9,0.16,2,0,35
Brooklyn,Sheepshead Bay,40.59629,-73.96367,Entire home/apt,2,174,3.88,2,65,119
Manhattan,East Village,40.72756,-73.98867,Private room,27,0,0.0,1,0,50
Brooklyn,Bushwick,40.70192,-73.91556,Entire home/apt,5,0,0.0,2,0,100
Manhattan,East Village,40.72157,-73.97861,Private room,7,42,0.89,1,0,71
Queens,Kew Gardens,40.70847,-73.82961,Entire home/apt,6,3,0.12,1,36,150
Brooklyn,Crown Heights,40.66429,-73.9581,Private room,7,2,0.09,1,95,115
Brooklyn,Park Slope,40.680820000000004,-73.97713,Entire home/apt,3,120,3.51,2,96,170
Brooklyn,East Flatbush,40.64942,-73.92482,Private room,5,50,0.8,5,300,67
Manhattan,Hell's Kitchen,40.76258,-73.9887,Entire home/apt,4,48,2.58,1,61,180
Manhattan,Upper West Side,40.7991,-73.96963000000001,Private room,5,42,1.21,2,29,99
Brooklyn,Bushwick,40.702020000000005,-73.92675,Entire home/apt,28,0,0.0,1,90,150
Queens,Long Island City,40.75297,-73.93698,Entire home/apt,1,0,0.0,10,341,499
Brooklyn,Crown Heights,40.67673,-73.95311,Entire home/apt,3,77,2.72,2,244,171
Manhattan,Upper West Side,40.79994,-73.97094,Entire home/apt,1,0,0.0,1,0,400
Manhattan,Midtown,40.75561,-73.96424,Entire home/apt,2,118,2.93,1,226,130
Bronx,Kingsbridge,40.86352,-73.90503000000001,Private room,30,0,0.0,1,365,80
Manhattan,Harlem,40.82604,-73.94998000000001,Private room,15,18,0.89,1,0,60
Queens,Long Island City,40.74586,-73.94553,Private room,2,0,0.0,2,279,79
Manhattan,Hell's Kitchen,40.76245,-73.98767,Entire home/apt,30,1,0.04,23,332,150
Brooklyn,Greenpoint,40.72712,-73.95674,Entire home/apt,5,0,0.0,1,43,250
Brooklyn,Park Slope,40.678509999999996,-73.97678,Private room,2,132,2.7,3,265,95
Brooklyn,Crown Heights,40.6715,-73.94808,Private room,21,15,0.15,5,331,49
Manhattan,Upper East Side,40.76242,-73.96058000000001,Entire home/apt,3,0,0.0,1,179,300
Manhattan,Chelsea,40.75286,-73.99551,Entire home/apt,30,0,0.0,87,364,239
Manhattan,Battery Park City,40.71588,-74.01691,Entire home/apt,4,0,0.0,1,0,250
Brooklyn,Crown Heights,40.67528,-73.95741,Private room,1,0,0.0,1,58,75
Manhattan,East Village,40.72423,-73.99013000000001,Private room,2,4,0.08,1,0,119
Queens,Long Island City,40.76096,-73.93836,Private room,4,0,0.0,1,0,55
Manhattan,Upper West Side,40.797990000000006,-73.97018,Private room,6,1,0.08,1,55,250
Manhattan,Midtown,40.75786,-73.96679,Entire home/apt,7,8,0.76,1,0,200
Brooklyn,Cypress Hills,40.68201,-73.89425,Entire home/apt,30,34,1.51,1,234,50
Manhattan,East Harlem,40.78757,-73.95402,Entire home/apt,1,19,1.23,1,177,194
Brooklyn,Clinton Hill,40.68215,-73.96121,Entire home/apt,1,7,0.16,1,0,127
Brooklyn,Bedford-Stuyvesant,40.68441,-73.91625,Entire home/apt,2,24,0.56,1,365,185
Brooklyn,Prospect-Lefferts Gardens,40.6591,-73.96115999999999,Private room,2,13,0.36,1,365,100
Bronx,Parkchester,40.83439,-73.8585,Private room,2,9,0.47,1,0,300
Manhattan,Morningside Heights,40.80636,-73.9578,Entire home/apt,3,0,0.0,3,0,79
Manhattan,Financial District,40.70538,-74.00742,Shared room,2,11,1.33,1,270,150
Manhattan,East Harlem,40.80474,-73.94118,Entire home/apt,3,3,3.0,1,3,110
Manhattan,East Village,40.72338,-73.9851,Entire home/apt,3,0,0.0,1,17,180
Queens,Maspeth,40.73218,-73.89633,Private room,1,0,0.0,1,0,50
Manhattan,Harlem,40.829209999999996,-73.93802,Entire home/apt,60,2,0.23,2,3,125
Manhattan,East Village,40.73046,-73.98808000000001,Entire home/apt,3,1,0.02,1,0,150
Brooklyn,Bushwick,40.70347,-73.92764,Private room,2,1,0.03,1,0,60
Queens,South Ozone Park,40.67425,-73.82018000000001,Private room,1,78,5.92,1,79,69
Brooklyn,Williamsburg,40.7116,-73.9529,Private room,30,30,0.8,1,91,89
Staten Island,Tottenville,40.499790000000004,-74.24084,Private room,2,0,0.0,1,364,110
Brooklyn,Park Slope,40.66588,-73.97833,Private room,14,1,0.03,2,0,60
Brooklyn,Midwood,40.62403,-73.9618,Private room,1,0,0.0,1,0,100
Brooklyn,Greenpoint,40.7272,-73.94374,Private room,14,4,0.12,1,17,55
Brooklyn,Bushwick,40.69952,-73.92623,Private room,7,0,0.0,1,0,60
Brooklyn,Bushwick,40.6949,-73.9116,Private room,5,20,0.78,2,365,65
Brooklyn,Park Slope,40.67002,-73.98496,Entire home/apt,3,3,0.08,1,0,150
Brooklyn,Bedford-Stuyvesant,40.68607,-73.91761,Private room,2,53,1.37,2,365,60
Manhattan,Chelsea,40.74875,-73.99696999999999,Entire home/apt,1,24,3.17,1,365,175
Manhattan,Harlem,40.83122,-73.94475,Shared room,1,67,1.65,1,216,50
Brooklyn,Bushwick,40.69112,-73.904,Private room,5,2,0.12,1,0,45
Queens,Bayswater,40.6004,-73.7667,Private room,30,8,0.38,2,303,47
Manhattan,Chinatown,40.71633,-73.9897,Entire home/apt,2,2,0.08,1,0,100
Queens,St. Albans,40.69153,-73.77667,Entire home/apt,2,23,2.34,1,175,150
Manhattan,Chelsea,40.74562,-74.00538,Private room,1,0,0.0,3,0,86
Manhattan,Lower East Side,40.71456,-73.98986,Entire home/apt,1,1,1.0,2,58,250
Manhattan,Gramercy,40.73721,-73.98886999999999,Entire home/apt,3,4,0.08,1,0,156
Brooklyn,Crown Heights,40.674279999999996,-73.9481,Private room,2,0,0.0,1,0,80
Brooklyn,Columbia St,40.68274,-74.0046,Entire home/apt,4,42,2.42,5,299,190
Brooklyn,Prospect Heights,40.67933,-73.96911999999999,Entire home/apt,1,61,3.23,1,0,100
Brooklyn,Bedford-Stuyvesant,40.6898,-73.93746,Private room,7,0,0.0,1,72,99
Brooklyn,Williamsburg,40.708940000000005,-73.94135,Private room,2,4,0.08,1,364,125
